StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,con,sex,age,moliv,faliv,sib,cuz,roma,sibliv,cuzliv,orient,init,sibgen,WTRso_1,WTRso_2,WTRso_3,WTRso_4,WTRso_5,WTRso_6,WTRso_7,WTRso_8,WTRso_9,WTRso_10,WTRos_1,WTRos_2,WTRos_3,WTRos_4,WTRos_5,WTRos_6,WTRos_7,WTRos_8,WTRos_9,WTRos_10,M0_1,M0_2,M0_3,M0_4,M0_5,M0_6,M0_7,M0_8,M0_9,M0_10,M0_11,M0_12,Q57_1,Q57_2,Q57_3,Q57_4,Q57_5,Q57_6,Q57_7,Q57_8,Q57_9,Q57_10,Q57_11,Q57_12,Q58_1,Q58_2,Q58_3,Q58_4,Q58_5,Q58_6,Q58_7,Q58_8,Q58_9,Q58_10,Q58_11,Q58_12,Q59_1,Q59_2,Q59_3,Q59_4,Q59_5,Q59_6,Q59_7,Q59_8,Q59_9,Q59_10,Q59_11,Q59_12,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q60_7,Q60_8,Q60_9,Q60_10,Q60_11,Q60_12,cond,init
2014-04-08 20:20:26,2014-04-08 20:30:52,0,72.51.209.102,,626,1,2014-04-08 20:30:52,R_6GdweTZKB9wakNT,,,,,,1,2,9,1,1,1,1,2,1,1,,,,1,2,2,2,1,1,2,1,2,2,1,1,2,1,2,2,2,1,2,1,,,,,,,,,,,,,3,3,5,6,1,2,1,3,5,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-04-01 20:30:26,2014-04-01 20:35:24,0,75.176.90.231,,298,0,2014-04-08 20:35:38,R_d3VinQxVCw2cx81,,,,,,1,2,13,1,1,1,1,2,1,1,,Brandon,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,3,5,6,6,3,2,5,6,1,4,,,,,,,,,,,,,your oldest living sibling,Brandon
2014-04-08 20:35:15,2014-04-08 20:40:14,0,98.110.110.183,,299,1,2014-04-08 20:40:14,R_0eMWzLPP4eTPNbL,,,,,,1,2,39,2,2,1,1,1,1,1,1,Karen,,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,4,3,2,4,3,3,2,4,3,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,Karen
2014-04-08 20:50:27,2014-04-08 20:52:14,0,173.129.210.20,,107,1,2014-04-08 20:52:14,R_7R49x05J6Z33QVv,,,,,,1,1,9,1,1,1,1,1,1,1,2,Jason,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,3,4,4,4,3,5,5,3,3,your oldest living sibling,Jason
2014-04-01 20:54:59,2014-04-01 20:58:51,0,24.10.42.122,,232,0,2014-04-08 20:58:55,R_0JUl3VTrYmZDt1H,,,,,,1,2,10,1,1,1,1,1,1,1,1,Heather,,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,1,6,6,6,6,6,6,1,6,,,,,,,,,,,,,your first cousin,
2014-04-01 20:49:27,2014-04-01 20:58:47,0,76.112.224.148,,560,0,2014-04-08 20:58:55,R_eKi4X49K9VDCcYt,,,,,,1,1,38,1,2,1,1,1,1,1,2,Cindy,,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,5,3,3,5,3,3,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,Cindy
2014-04-08 21:04:36,2014-04-08 21:07:15,0,50.168.252.241,,159,1,2014-04-08 21:07:15,R_88qHCTeEzYDnq7z,,,,,,1,1,6,1,1,1,1,1,1,1,2,Cathy,,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,2,4,5,6,4,4,4,5,5,4,,,,,,,,,,,,,your closest friend,Cathy
2014-04-01 21:10:35,2014-04-01 21:15:24,0,172.56.15.50,,289,0,2014-04-08 21:15:35,R_9Sm6BY5jTA1cxtX,,,,,,1,2,39,2,2,1,1,2,1,1,,Jamie,,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,4,5,5,5,5,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,Jamie
2014-04-08 21:15:07,2014-04-08 21:17:44,0,149.125.68.142,,157,1,2014-04-08 21:17:44,R_9LWxGbCd1HgtyWF,,,,,,1,2,3,1,1,2,1,1,,1,1,kim,,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,2,5,5,2,5,5,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,your mother,kim
2014-04-08 21:15:46,2014-04-08 21:20:23,0,75.89.241.190,,277,1,2014-04-08 21:20:23,R_5pdUpAtpMg3ritf,,,,,,1,1,29,1,1,1,1,1,1,1,2,Deb,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,4,4,1,3,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,your romantic partner,Deb
2014-04-01 21:17:36,2014-04-01 21:22:59,0,50.11.159.64,,323,0,2014-04-08 21:23:09,R_8dpxxHoARXVhMr3,,,,,,1,2,12,1,1,1,1,1,1,1,2,Rachel,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,5,5,1,1,5,5,1,4,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your romantic partner,Rachel
2014-04-08 21:48:51,2014-04-08 21:51:40,0,76.180.100.220,,169,1,2014-04-08 21:51:40,R_4UVuTnof2Ze7Bvn,,,,,,1,1,12,1,1,1,2,2,1,,,,,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-04-01 22:17:06,2014-04-01 22:19:35,0,139.84.225.45,,149,0,2014-04-08 22:19:47,R_39r1PbSwuhsxOdL,,,,,,1,1,6,1,1,1,1,2,1,1,,Kwadwo,,1,1,1,1,1,2,2,2,2,2,1,2,1,1,2,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,1,3,6,6,2,6,6,4,4,3,your father,Kwadwo
2014-04-08 22:20:31,2014-04-08 22:23:52,0,68.48.42.57,,201,1,2014-04-08 22:23:52,R_3UAru0vSHZr1OUl,,,,,,1,2,20,1,1,1,1,1,1,1,1,Jake,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,6,5,5,5,5,4,5,4,your oldest living sibling,Jake
2014-04-08 22:25:24,2014-04-08 22:27:32,0,209.222.15.227,,128,1,2014-04-08 22:27:32,R_bkpok4EkNNRolpz,,,,,,1,1,6,1,2,2,1,2,,1,,Justin,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,5,5,2,5,6,5,2,5,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-04-08 22:27:31,2014-04-08 22:29:20,0,198.208.159.17,,109,1,2014-04-08 22:29:20,R_6upFgaRoBEcyokd,,,,,,1,1,15,1,2,1,1,1,1,1,2,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-04-08 22:29:04,2014-04-08 22:31:41,0,50.107.44.209,,157,1,2014-04-08 22:31:41,R_9NxRDke0fNq7HPD,,,,,,1,1,11,1,1,1,1,1,1,1,2,marne,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,4,6,3,6,6,5,4,5,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,your father,marne
2014-04-01 22:30:36,2014-04-01 22:33:59,0,98.30.48.228,,203,0,2014-04-08 22:34:12,R_e4JTIfyjSvf0GLr,,,,,,1,2,49,2,2,1,1,2,1,1,,L.,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,4,4,5,2,5,5,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,your closest friend,L.
2014-04-08 22:31:09,2014-04-08 22:34:40,0,99.190.36.168,,211,1,2014-04-08 22:34:40,R_d1epoJxtQQP3vvv,,,,,,1,2,16,1,2,1,1,1,1,1,1,Tyler,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,4,5,4,5,4,4,4,5,3,4,,,,,,,,,,,,,your oldest living sibling,Tyler
2014-04-08 22:33:34,2014-04-08 22:35:07,0,24.208.3.130,,93,1,2014-04-08 22:35:07,R_5ARwY51m0FI8YER,,,,,,1,1,6,1,1,1,1,1,1,1,2,,,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,1,6,6,5,6,6,2,3,1,a stranger,a stranger
2014-04-08 22:33:07,2014-04-08 22:36:34,0,75.66.241.225,,207,1,2014-04-08 22:36:34,R_a3Iyzs7HWJj8bMp,,,,,,1,1,43,2,2,1,1,1,1,1,2,,,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-04-08 22:35:48,2014-04-08 22:38:33,0,71.206.236.33,,165,1,2014-04-08 22:38:33,R_9MgXnHEdzKYzuLP,,,,,,1,2,20,1,2,1,1,2,1,1,,,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,6,6,4,4,4,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-04-08 22:36:39,2014-04-08 22:39:47,0,71.201.97.68,,188,1,2014-04-08 22:39:47,R_0kzxQ3k0xC1xKoB,,,,,,1,1,4,1,1,1,1,2,1,1,,JP,,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,2,2,2,4,2,4,2,2,5,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your closest friend,JP
2014-04-08 22:47:08,2014-04-08 22:49:59,0,108.35.142.122,,171,1,2014-04-08 22:49:59,R_5tKXVIiAS4ywcVn,,,,,,1,2,36,1,1,1,1,1,1,1,1,carolyn,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,5,5,5,3,5,5,5,5,5,,,,,,,,,,,,,your mother,carolyn
2014-04-08 22:48:18,2014-04-08 22:52:24,0,71.57.134.20,,246,1,2014-04-08 22:52:24,R_1QYEzJVCDvJt1GZ,,,,,,1,2,12,1,1,2,2,2,,,,Mike,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,4,4,1,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your closest friend,Mike
2014-04-08 22:54:01,2014-04-08 22:56:30,0,108.34.189.42,,149,1,2014-04-08 22:56:30,R_6zfDPpfZOnLdAVL,,,,,,1,2,3,1,1,1,1,1,1,1,1,Rayray,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,6,4,5,5,4,4,4,your closest friend,Rayray
2014-04-08 22:55:07,2014-04-08 23:03:40,0,69.249.24.193,,513,1,2014-04-08 23:03:40,R_6mv4FF9d5r4oA7j,,,,,,1,2,5,1,1,1,1,2,1,1,,Edward,,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,5,4,5,4,4,5,6,4,1,,,,,,,,,,,,,,,,,,,,,,,,,your father,Edward
2014-04-01 23:08:35,2014-04-01 23:09:09,0,24.102.103.166,,34,0,2014-04-08 23:09:22,R_6QYTPq308qbUBZH,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-08 23:08:23,2014-04-08 23:13:14,0,107.197.82.191,,291,1,2014-04-08 23:13:14,R_0BNDcURT3NVSLqJ,,,,,,1,2,16,1,3,1,1,1,1,1,1,Tiffany,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4,5,6,6,5,6,6,5,3,5,,,,,,,,,,,,,an acquaintance,Tiffany
2014-04-08 23:12:02,2014-04-08 23:14:41,0,72.193.17.61,,159,1,2014-04-08 23:14:41,R_0fC4AcziQUc7cah,,,,,,1,1,8,1,2,1,1,2,1,1,,Doug,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,Doug
2014-04-01 23:17:31,2014-04-01 23:24:00,0,96.230.24.23,,389,0,2014-04-08 23:24:08,R_1AYrEhn3LbknLFz,,,,,,1,1,14,1,1,1,1,1,1,1,2,Jonathan Stern,,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,5,6,5,5,5,5,5,5,3,an acquaintance,Jonathan Stern
2014-04-01 23:21:34,2014-04-01 23:29:49,0,96.40.195.37,,495,0,2014-04-08 23:30:00,R_5cdAK45fii5gFNz,,,,,,1,1,30,1,1,1,1,1,1,1,2,Alan,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,4,3,4,3,2,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,your closest friend,Alan
2014-04-01 23:27:32,2014-04-01 23:31:00,0,74.92.93.125,,208,0,2014-04-08 23:31:07,R_0xlqWjNpsIwvLLf,,,,,,1,2,4,1,1,1,1,1,1,1,1,,,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,3,2,2,2,3,4,1,2,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-04-08 23:27:18,2014-04-08 23:32:17,0,47.20.228.47,,299,1,2014-04-08 23:32:18,R_2l9thnezCvQTw4l,,,,,,1,2,8,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,6,6,1,2,6,6,2,6,6,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-04-08 23:28:18,2014-04-08 23:32:22,0,216.115.121.240,,244,1,2014-04-08 23:32:22,R_6gIrXbGjHG5b4d7,,,,,,1,2,12,1,1,1,1,1,1,1,1,Allie,,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,6,6,2,5,5,6,1,5,6,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-04-01 22:56:27,2014-04-01 23:44:46,0,99.119.106.156,,2899,0,2014-04-08 23:44:50,R_71mPxTsMZuuqMVn,,,,,,1,1,39,1,1,1,1,1,1,1,2,Judy,,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,4,5,4,5,5,4,1,5,5,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-04-08 23:48:02,2014-04-08 23:52:34,0,75.99.61.2,,272,1,2014-04-08 23:52:35,R_cXTnVovlhfwkkM5,,,,,,1,1,15,2,1,2,1,2,,1,,AJ,,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,6,6,6,6,4,5,6,6,6,your first cousin,
2014-04-08 23:50:47,2014-04-08 23:54:07,0,172.56.27.212,,200,1,2014-04-08 23:54:07,R_dhzfueGc0mCz6aF,,,,,,1,2,5,1,1,2,2,2,,,,Ann,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,1,6,6,1,6,6,6,1,4,,,,,,,,,,,,,your mother,Ann
2014-04-01 23:50:29,2014-04-01 23:55:17,0,172.15.180.68,,288,0,2014-04-08 23:55:25,R_8tR65W4Xdp7x9t3,,,,,,1,2,13,1,1,2,1,1,,1,1,,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,6,6,2,1,6,5,2,5,6,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-03-31 16:38:59,2014-04-02 00:04:25,0,184.12.233.86,,113126,0,2014-04-09 00:04:31,R_b29FCwT0Mn3tq9T,,,,,,1,2,43,2,2,1,1,1,1,1,1,Bob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your romantic partner,Bob
2014-04-09 00:35:00,2014-04-09 00:39:48,0,173.67.169.205,,288,1,2014-04-09 00:39:48,R_beE95FLpfD0Y9eJ,,,,,,1,1,24,1,1,1,1,2,1,1,,Emily,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,6,5,2,5,6,6,3,6,6,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,Emily
2014-04-09 00:50:57,2014-04-09 00:53:29,0,71.198.122.83,,152,1,2014-04-09 00:53:29,R_af38ghfpdAWWfg9,,,,,,1,1,7,1,1,1,1,2,1,1,,Phuong,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,1,1,5,1,1,1,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Phuong
2014-04-09 00:59:26,2014-04-09 01:03:45,0,71.52.32.206,,259,1,2014-04-09 01:03:45,R_7NCD5LHQ2XUyzFH,,,,,,1,2,26,2,1,1,1,1,1,1,1,jerry,,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,,,,5,6,1,4,6,5,1,6,6,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,jerry
2014-04-09 00:51:29,2014-04-09 01:12:30,0,50.184.136.179,,1261,1,2014-04-09 01:12:30,R_0VZ6Rb5VuspIj0V,,,,,,1,1,7,1,1,1,1,2,1,1,,johnny,,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,5,6,5,6,6,6,5,5,6,5,your first cousin,
2014-04-09 01:25:04,2014-04-09 01:29:19,0,96.251.176.232,,255,1,2014-04-09 01:29:19,R_1ZgLaEl3xpzS58h,,,,,,1,2,14,1,1,1,1,1,1,1,1,moi,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,3,3,2,2,3,3,2,2,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,moi
2014-04-09 01:45:40,2014-04-09 01:49:04,0,71.110.202.189,,204,1,2014-04-09 01:49:04,R_3Qqne9ogjm7m3ml,,,,,,1,1,32,1,2,2,2,2,,,,Vivian,,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,5,5,1,2,4,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Vivian
2014-04-02 03:18:47,2014-04-02 03:22:26,0,72.87.178.14,,219,0,2014-04-09 03:22:43,R_eCKYz5NMQPwBCK1,,,,,,1,2,17,1,3,1,1,1,2,1,1,Haley,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,3,2,1,2,4,4,1,2,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-04-09 03:27:36,2014-04-09 03:31:13,0,75.66.99.3,,217,1,2014-04-09 03:31:13,R_0eOx8wTyfk22z5z,,,,,,1,2,7,1,1,1,2,1,1,,1,Mrs. Billings,,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,Mrs. Billings
2014-04-09 04:09:04,2014-04-09 04:13:55,0,98.202.248.173,,291,1,2014-04-09 04:13:55,R_ey9xkWf1b0ntGAd,,,,,,1,2,12,1,1,1,1,1,1,1,1,Chad,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,1,2,6,6,1,5,5,3,2,1,,,,,,,,,,,,,your father,Chad
2014-04-02 05:10:16,2014-04-02 05:21:28,0,180.215.30.195,,672,0,2014-04-09 05:21:37,R_bCP5YLyZUev7hel,,,,,,1,1,12,1,1,1,1,1,1,1,2,Davis,,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,5,6,5,3,5,5,4,4,4,your closest friend,Davis
2014-04-09 06:14:59,2014-04-09 06:26:25,0,184.47.97.44,,686,1,2014-04-09 06:26:25,R_1YRhbwsGTVkgKJT,,,,,,1,1,7,1,1,1,1,1,1,1,1,John,1,2,1,1,1,2,1,1,2,1,1,2,1,1,1,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,3,3,5,5,5,4,your oldest living sibling,John
2014-04-09 06:30:15,2014-04-09 06:33:19,0,108.71.190.215,,184,1,2014-04-09 06:33:19,R_cHBP9KedYlzxAeV,,,,,,1,1,13,1,1,1,2,2,1,,,Ron,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,Ron
2014-04-01 11:48:01,2014-04-02 07:30:19,0,219.91.167.32,,70938,0,2014-04-09 07:30:28,R_5sQ31sSRdPLfpNr,,,,,,1,1,13,1,1,1,1,1,1,1,2,tanuja,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,tanuja
2014-04-09 07:33:18,2014-04-09 07:35:59,0,75.132.227.213,,161,1,2014-04-09 07:36:00,R_8H3V9rIjNLAhxl3,,,,,,1,2,16,2,1,1,1,2,1,1,,,,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,5,4,4,2,5,5,5,2,2,,,,,,,,,,,,,a stranger,a stranger
2014-04-02 08:01:00,2014-04-02 08:05:00,0,107.221.121.148,,240,0,2014-04-09 08:05:12,R_7O08bvqLsekKJwN,,,,,,1,2,13,1,1,1,1,1,1,1,1,melissa,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,3,5,5,5,5,5,5,5,5,an acquaintance,melissa
2014-04-02 08:52:24,2014-04-02 08:55:25,0,98.220.65.140,,181,0,2014-04-09 08:55:42,R_9Qy7NgS7Fsgvozj,,,,,,1,2,10,1,1,1,1,1,1,1,1,Matt,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,Matt
2014-04-09 09:10:27,2014-04-09 09:14:28,0,71.200.117.242,,241,1,2014-04-09 09:14:28,R_beVc92u5JV6sqrz,,,,,,1,1,10,1,1,1,1,1,1,1,2,d,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,5,3,4,4,3,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,your romantic partner,d
2014-04-09 09:18:38,2014-04-09 09:22:00,0,173.170.81.87,,202,1,2014-04-09 09:22:00,R_cXPbUhzWjVRONtb,,,,,,1,1,40,2,2,1,1,1,1,1,2,William,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,4,5,5,4,3,5,5,1,4,,,,,,,,,,,,,your first cousin,
2014-04-02 09:32:11,2014-04-02 09:36:20,0,71.200.36.249,,249,0,2014-04-09 09:36:30,R_ety5u3KjNGbHZCR,,,,,,1,1,9,1,1,1,1,1,1,1,2,Jessica,,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,4,6,6,2,6,6,6,1,6,your first cousin,
